optimizing function: custom_function1
ALGORITHM: hill_climber
epoch      best_fit  
---------- ----------
0          186.5506938235811
1          183.7013576150463
2          180.08467943346704
3          176.61560752903225
4          172.63466653031855
5          398.23361355847464
6          390.4012644599847
7          382.3430781499562
8          376.50194204000115
9          369.5656154576878
10         457.55490534628046
11         451.83566656704426
12         445.7378009699936
13         437.6675194202822
14         431.8657034447919
15         93.93339672757202
16         88.16053821752969
17         82.23336825862361
18         76.03584912378444
19         71.94590268894603
20         81.2275527810877
21         77.2527336013508
22         73.36298277454885
23         67.56647728961993
24         61.472437265663714
25         178.58180015178317
26         173.56786281749498
27         169.15558208048438
28         165.66783130236354
29         161.66099064131086
30         224.2211819181193
31         220.8976171465119
32         217.7458072829881
33         213.29911744800287
34         209.92462317378164
35         189.58476095870412
36         184.20637673107555
37         178.99382931955466
38         174.31966240062494
39         167.44587539543164
40         689.1715015123352
41         683.6750402519986
42         676.4171464382931
43         668.2190757291247
44         663.4579348053483
45         29.451440713686313
46         24.700620040985285
47         21.281679417392027
48         17.776448439837754
49         14.60278984343902
50         98.13214380946275
51         94.57980163871383
52         91.71410419764325
53         87.89427061886363
54         85.7509258924787
55         20.162087124738242
56         15.023792458424738
57         10.244425973465445
58         10.150665667740174
59         9.739901211186432
60         11.825298986123984
61         10.942657257763434
62         9.743966032862183
63         8.9740661778581
64         7.995305095603595
65         655.539996140368
66         649.2350040527796
67         640.1703434119939
68         632.7849299944443
69         627.5409821455295
70         498.3835588491356
71         490.8139845743169
72         484.76717476613385
73         478.07332871006196
74         471.61794120202484
75         100.04924248430014
76         95.51093844212647
77         91.31687507860558
78         86.52104020280025
79         81.1254056845887
80         49.42328429934967
81         46.20510271350706
82         42.759062071932675
83         39.15070686701462
84         35.755508960214236
85         75.28032066960301
86         71.64563029532695
87         69.39757447458098
88         67.4602450567495
89         65.28515424174394
90         117.18978495881117
91         110.9798198528239
92         106.89678076691224
93         103.20595745991017
94         99.6876785236101
95         289.35268372060233
96         284.45278703882656
97         279.7548919698186
98         275.4787408550084
99         271.65588275658246
best_value:7.995305095603595 and location:[0.58340473 1.25922559 5.30473588 6.16112582]
